Tweet Text,Tweet Length,Year,Month,Day,Hour,Day of week,Is reply,User mentions,Hashtags,Pictures,Videos,Favorites,Retweets
,60,2023,9,13,21,2,0,1,0,0,0,0,0
,140,2023,9,9,5,5,0,1,0,0,0,0,0
,199,2023,9,9,2,5,0,0,0,0,0,1,0
,60,2023,9,8,11,4,0,0,1,0,0,0,0
,140,2023,9,8,4,4,0,1,0,0,0,0,0
,45,2023,9,8,1,4,0,0,1,0,0,0,0
,34,2023,9,6,12,2,0,0,1,0,0,2,0
,66,2023,9,5,21,1,0,0,0,0,0,2,0
,140,2023,9,5,19,1,0,1,0,0,0,0,0
,37,2023,9,5,11,1,0,0,1,0,0,1,0
,190,2023,9,5,4,1,1,1,0,0,0,2,0
,115,2023,9,5,2,1,0,0,0,0,0,7,0
,123,2023,9,4,11,0,0,0,1,0,0,0,0
,51,2023,9,3,12,6,1,0,0,0,0,1,0
,280,2023,9,3,12,6,0,0,1,0,0,2,0
,44,2023,9,2,18,5,1,1,0,0,0,0,0
,23,2023,9,2,1,5,0,0,0,1,0,5,0
,58,2023,9,1,1,4,0,1,0,0,0,0,0
,48,2023,8,29,22,1,0,0,0,1,0,4,0
,21,2023,8,29,22,1,1,1,0,0,0,0,0
,43,2023,8,29,21,1,0,1,0,0,1,0,0
,187,2023,8,29,21,1,1,0,0,0,0,0,0
,37,2023,8,29,21,1,0,0,0,0,0,3,0
,150,2023,8,28,20,0,1,1,0,0,0,2,0
,135,2023,8,28,6,0,0,1,0,0,0,0,0
,62,2023,8,26,8,5,0,0,0,1,0,5,0
,100,2023,8,25,11,4,0,1,2,0,0,0,0
,63,2023,8,23,2,2,0,0,0,0,0,4,1
,143,2023,8,21,21,0,0,1,0,0,0,0,0
,268,2023,8,20,0,6,1,1,0,0,0,1,0
,201,2023,8,19,23,5,1,0,0,1,0,2,0
,256,2023,8,19,23,5,0,0,0,0,0,3,0
,44,2023,8,19,18,5,0,1,0,1,0,0,0
,140,2023,8,16,14,2,0,1,0,0,0,0,0
,140,2023,8,16,2,2,0,2,0,0,0,0,0
,100,2023,8,15,23,1,1,1,0,1,0,1,0
,228,2023,8,15,23,1,1,1,0,0,0,0,0
,74,2023,8,15,18,1,0,1,0,1,0,0,0
,19,2023,8,14,7,0,1,1,0,0,0,0,0
,291,2023,5,9,21,1,1,1,0,0,0,1,0
,12,2023,5,9,18,1,1,1,0,0,0,1,0
,312,2023,5,9,7,1,1,1,0,1,0,1,0
,313,2023,5,8,22,0,1,1,0,1,0,1,0
,173,2023,5,8,22,0,1,1,0,2,0,1,0
,292,2023,5,8,21,0,1,1,0,0,0,1,0
,117,2023,5,8,19,0,1,2,0,0,0,4,0
,214,2023,5,6,0,5,0,0,0,0,0,5,0
,39,2023,5,5,21,4,0,1,0,1,0,0,0
,39,2023,5,5,17,4,1,1,0,0,0,1,0
,100,2023,5,5,4,4,1,1,0,0,0,3,0
,12,2023,5,4,14,3,0,0,0,0,0,2,0
,43,2023,5,3,21,2,1,2,0,0,0,1,0
,39,2023,5,3,10,2,1,1,0,0,0,2,0
,99,2023,5,2,23,1,0,1,0,1,0,18,5
,109,2023,5,1,12,0,1,1,0,0,0,0,0
,57,2023,5,1,5,0,0,2,0,1,0,0,0
,39,2023,4,25,18,1,0,1,0,1,0,0,0
,53,2023,4,21,22,4,0,0,0,1,0,4,0
,79,2023,4,21,22,4,0,0,0,1,0,12,0
,61,2021,9,29,23,2,0,0,0,1,0,9,0
,24,2021,9,29,5,2,1,1,0,0,0,0,0
,126,2021,9,28,21,1,0,1,0,1,0,0,0
,60,2021,9,28,9,1,0,0,1,0,0,1,0
,41,2021,9,28,4,1,1,1,0,0,0,1,0
,93,2021,9,27,22,0,1,1,0,0,0,1,0
,42,2021,9,27,20,0,1,1,0,0,0,2,0
,97,2021,9,27,20,0,0,0,1,0,0,0,0
,15,2021,9,27,19,0,1,1,0,0,0,2,0
,26,2021,9,26,10,6,0,0,1,0,0,0,0
,17,2021,9,26,8,6,1,1,0,0,0,0,0
,51,2021,9,25,8,5,0,0,1,0,0,2,0
,62,2021,9,25,8,5,1,2,0,0,0,0,0
,60,2021,9,25,0,5,1,1,0,0,0,1,0
,140,2021,9,24,20,4,0,1,0,0,0,0,0
,29,2021,9,24,19,4,0,0,1,0,0,0,0
,132,2021,9,24,6,4,1,1,0,0,0,1,0
,39,2021,9,23,22,3,0,0,0,0,0,3,0
,35,2021,9,23,20,3,1,0,0,0,0,0,0
,33,2021,9,23,20,3,0,0,0,0,0,54,16
,59,2021,9,23,19,3,1,0,0,0,0,2,0
,66,2021,9,23,19,3,0,0,0,0,0,3,0
,20,2021,9,23,19,3,0,0,0,0,0,3,0
,29,2021,9,23,9,3,0,0,1,0,0,0,0
,46,2021,9,23,2,3,1,1,0,0,0,1,0
,3,2021,9,22,11,2,0,0,0,0,0,1,0
,18,2021,9,22,8,2,0,0,1,0,0,0,0
,22,2021,9,21,7,1,0,0,1,0,0,3,0
,57,2021,9,21,7,1,1,1,0,0,0,1,0
,205,2021,9,20,22,0,1,1,0,0,0,0,0
,167,2021,9,20,21,0,1,1,0,0,0,0,0
,11,2021,9,20,21,0,1,0,0,0,0,0,0
,111,2021,9,20,21,0,0,0,0,0,0,2,0
,59,2021,9,20,8,0,0,0,1,0,0,0,0
,89,2021,9,19,9,6,0,0,1,0,0,3,0
,73,2021,9,18,9,5,0,0,1,0,0,0,0
,54,2021,9,18,5,5,1,1,0,1,0,2,0
,73,2021,9,17,10,4,0,0,1,0,0,0,0
,48,2021,9,17,2,4,0,0,1,0,0,1,0
,60,2021,9,16,7,3,0,0,1,0,0,1,0
,72,2021,9,16,6,3,1,1,0,0,0,1,0
,30,2021,9,15,18,2,1,0,0,0,0,1,0
,30,2021,9,15,7,2,0,0,1,0,0,0,0
,87,2021,9,15,7,2,1,1,0,0,0,1,0
,58,2021,9,15,4,2,0,0,0,0,0,1,1
,71,2021,9,14,9,1,0,0,1,0,0,1,0
,49,2021,9,13,22,0,1,1,0,0,0,1,0
,90,2021,9,13,22,0,0,0,0,0,0,6,0
,59,2021,9,13,9,0,0,0,1,0,0,1,0
,18,2021,9,12,8,6,0,0,1,0,0,0,0
,48,2021,9,12,2,6,0,0,0,0,0,2,0
,35,2021,9,11,9,5,0,0,1,0,0,0,0
,66,2021,9,10,20,4,0,0,0,0,0,2,0
,29,2021,9,9,19,3,1,1,0,0,0,2,0
,64,2021,9,9,18,3,0,0,0,1,0,18,1
,33,2021,9,9,7,3,0,0,1,0,0,0,0
,85,2021,9,9,2,3,0,0,0,0,0,0,0
,81,2021,9,9,2,3,1,1,0,2,0,2,0
,52,2021,9,9,1,3,0,0,0,0,0,3,0
,37,2021,9,8,9,2,0,0,1,0,0,1,0
,57,2021,9,7,23,1,1,1,0,0,0,1,0
,187,2021,9,7,23,1,1,2,0,0,0,1,0
,95,2021,9,7,23,1,0,1,1,0,1,0,0
,53,2021,9,7,23,1,1,2,0,0,0,2,0
,302,2021,9,7,23,1,1,1,0,0,0,2,0
,197,2021,9,7,23,1,1,1,0,0,0,2,0
,295,2021,9,7,23,1,1,1,0,0,0,1,0
,46,2021,9,7,20,1,1,1,0,0,0,2,0
,99,2021,9,7,20,1,0,1,0,1,0,0,0
,33,2021,9,7,10,1,0,0,1,0,0,1,0
,148,2021,9,7,5,1,0,0,0,1,0,3,0
,42,2021,9,6,8,0,0,0,1,0,0,3,0
,26,2021,9,5,8,6,0,0,1,0,0,1,0
,27,2021,9,5,3,6,0,0,0,0,0,1,0
,48,2021,9,4,9,5,0,0,1,0,0,1,0
,24,2021,9,3,8,4,0,0,1,0,0,3,0
,163,2021,9,3,2,4,1,1,0,0,0,0,0
,25,2021,9,3,1,4,1,1,0,0,0,0,0
,13,2021,9,3,0,4,0,0,0,0,0,1,0
,95,2021,9,2,9,3,0,0,1,0,0,4,0
,76,2021,9,2,6,3,0,0,0,0,0,1,0
,33,2021,9,2,4,3,0,0,0,0,0,2,0
,150,2021,9,2,2,3,0,0,0,0,0,1,0
,56,2021,9,2,0,3,0,0,0,0,0,0,0
,125,2021,9,1,23,2,0,0,0,0,0,2,0
,43,2021,9,1,20,2,0,0,0,0,0,1,0
,25,2021,9,1,18,2,0,0,0,0,0,2,0
,27,2021,9,1,14,2,1,0,0,0,0,1,0
,15,2021,9,1,10,2,0,0,0,0,0,0,0
,30,2021,9,1,7,2,0,0,1,0,0,1,0
,70,2021,8,31,21,1,0,0,0,0,0,3,0
,59,2021,8,31,8,1,0,0,1,0,0,4,0
,36,2021,8,30,9,0,0,0,1,0,0,3,0
,26,2021,8,29,10,6,0,0,1,0,0,1,0
,73,2021,8,28,10,5,0,0,1,0,0,0,0
,28,2021,8,27,12,4,0,0,1,0,0,1,0
,74,2021,8,26,11,3,0,0,1,0,0,0,0
,56,2021,8,26,5,3,1,1,0,0,0,2,0
,18,2021,8,25,10,2,0,0,1,0,0,1,0
,40,2021,8,22,10,6,0,0,1,0,0,0,0
,149,2021,8,21,8,5,1,1,0,0,0,1,0
,95,2021,8,21,8,5,0,0,0,0,0,0,0
,42,2021,8,21,7,5,0,0,1,0,0,1,0
,22,2021,8,20,7,4,0,0,1,0,0,1,0
,64,2021,8,19,7,3,0,0,1,0,0,5,0
,32,2021,8,18,9,2,0,0,1,0,0,2,0
,53,2021,8,17,7,1,0,0,1,0,0,1,0
,108,2021,8,16,22,0,0,0,0,1,0,2,0
,140,2021,8,16,21,0,0,1,0,0,0,0,0
,33,2021,8,16,10,0,0,0,1,0,0,1,0
,55,2021,8,15,11,6,0,0,1,0,0,2,0
,34,2021,8,14,19,5,1,0,0,0,0,0,0
,63,2021,8,14,19,5,0,0,0,1,0,16,1
,43,2021,8,14,10,5,0,0,1,0,0,1,0
,60,2021,8,14,1,5,1,1,0,0,0,1,0
,32,2021,8,13,10,4,0,0,1,0,0,1,0
,109,2021,8,12,22,3,0,1,0,0,1,0,0
,56,2021,8,12,22,3,1,0,0,1,0,0,0
,64,2021,8,12,22,3,0,0,0,0,0,0,0
,61,2021,8,12,12,3,0,0,1,0,0,4,0
,137,2021,8,12,3,3,0,0,0,0,1,3,0
,37,2021,8,11,11,2,0,0,1,0,0,1,0
,19,2021,8,10,8,1,0,0,1,0,0,2,0
,189,2021,8,10,4,1,0,0,0,0,0,2,0
,271,2021,8,10,4,1,1,0,0,0,0,1,0
,172,2021,8,10,4,1,1,2,0,0,0,0,0
,172,2021,8,10,4,1,1,2,0,1,0,2,0
,40,2021,8,10,3,1,1,0,0,1,0,1,0
,302,2021,8,10,3,1,0,1,0,2,0,9,1
,53,2021,8,9,9,0,0,0,1,0,0,0,0
,69,2021,8,8,10,6,0,0,2,4,0,7,0
,31,2021,8,7,9,5,0,0,1,0,0,1,0
,130,2021,8,6,10,4,0,0,0,0,0,0,0
,45,2021,8,6,10,4,0,0,1,0,0,0,0
,26,2021,8,5,11,3,0,0,1,0,0,1,0
,123,2021,8,5,11,3,1,1,0,1,0,1,0
,63,2021,8,5,8,3,1,1,0,0,0,1,0
,85,2021,8,5,1,3,0,1,0,1,0,3,0
,24,2021,8,4,10,2,0,0,1,0,0,2,0
,36,2021,8,3,22,1,0,0,0,0,0,0,0
,53,2021,8,3,20,1,0,0,0,0,0,2,0
,18,2021,8,3,8,1,0,0,1,0,0,1,0
,48,2021,8,3,5,1,0,1,0,1,0,0,0
,74,2021,8,2,9,0,0,0,1,0,0,2,0
,37,2021,8,1,12,6,0,0,1,0,0,3,0
,42,2021,7,31,10,5,0,0,1,0,0,0,0
,77,2021,7,30,7,4,0,0,1,0,0,3,0
,52,2021,7,29,21,3,0,0,1,0,1,4,0
,124,2021,7,29,7,3,0,0,1,0,0,2,0
,33,2021,7,28,22,2,1,1,0,0,0,4,0
,54,2021,7,28,10,2,0,0,1,0,0,0,0
,13,2021,7,28,10,2,1,1,0,0,0,1,0
,52,2021,7,27,20,1,0,0,1,0,0,0,0
,14,2021,7,26,9,0,1,1,0,0,0,0,0
,43,2021,7,26,8,0,0,0,1,0,0,2,0
,14,2021,7,25,20,6,0,0,0,0,0,0,0
,185,2021,7,25,10,6,0,0,1,0,0,0,0
,42,2021,7,25,3,6,0,0,0,4,0,11,0
,33,2021,7,24,8,5,0,0,1,0,0,1,0
,65,2021,7,23,9,4,1,1,0,0,0,1,0
,33,2021,7,23,8,4,1,1,0,0,0,0,0
,59,2021,7,23,8,4,0,0,1,0,0,1,0
,26,2021,7,22,8,3,0,0,1,0,0,1,0
,27,2021,7,21,7,2,0,0,1,0,0,0,0
,67,2021,7,21,3,2,0,0,1,1,0,5,1
,49,2021,7,20,23,1,1,1,0,1,0,2,0
,48,2021,7,20,9,1,0,0,1,0,0,1,0
,29,2021,7,20,2,1,1,0,0,1,0,6,0
,101,2021,7,20,2,1,0,1,0,1,0,12,2
,278,2021,7,19,22,0,0,0,1,0,0,0,0
,136,2021,7,19,3,0,0,0,0,1,0,7,0
,80,2021,7,18,8,6,0,0,1,0,0,1,0
,160,2021,7,17,10,5,0,0,1,0,0,1,0
,160,2021,7,17,4,5,0,0,0,0,0,1,0
,71,2021,7,16,23,4,0,0,0,2,0,10,0
,83,2021,7,16,9,4,0,0,1,0,0,2,0
,34,2021,7,16,9,4,1,1,0,0,0,4,3
,77,2021,7,16,3,4,0,2,0,1,0,0,0
,59,2021,7,15,5,3,0,0,0,0,0,0,0
,119,2021,7,15,4,3,0,0,0,1,0,7,0
,82,2021,7,15,3,3,0,0,0,2,0,4,0
,104,2021,7,14,18,2,1,1,0,0,0,1,0
,174,2021,7,14,17,2,1,2,0,0,0,1,0
,207,2021,7,14,17,2,1,2,0,0,0,1,0
,133,2021,7,14,17,2,1,1,0,0,0,1,0
,150,2021,7,14,10,2,0,0,1,0,0,7,0
,59,2021,7,13,11,1,0,0,1,0,0,0,0
,79,2021,7,12,17,0,1,1,0,0,0,1,0
,54,2021,7,12,11,0,0,0,1,0,0,5,0
,34,2021,7,11,9,6,0,0,1,0,0,2,0
,25,2021,7,11,1,6,1,1,0,0,0,0,0
,67,2021,7,10,10,5,0,0,1,0,0,0,0
,123,2021,7,9,8,4,0,0,1,0,0,0,0
,58,2021,7,9,1,4,0,0,0,0,0,2,0
,30,2021,7,8,7,3,0,0,1,0,0,1,0
,45,2021,7,8,2,3,0,0,0,1,0,3,0
,53,2021,7,7,23,2,1,1,0,0,0,1,0
,32,2021,7,7,11,2,0,0,1,0,0,1,0
,36,2021,7,6,9,1,0,0,1,0,0,0,0
,118,2023,4,15,9,5,1,1,0,1,0,1,0
,43,2023,4,15,8,5,1,1,0,0,0,1,0
,48,2023,4,14,8,4,1,1,0,0,0,0,0
,97,2023,4,12,23,2,0,0,0,2,0,19,0
,202,2023,4,11,22,1,1,1,0,0,0,1,0
,107,2023,4,11,22,1,1,1,0,0,0,1,0
,44,2023,4,10,14,0,0,0,1,1,0,6,0
,22,2023,4,9,11,6,0,0,1,0,0,1,0
,59,2023,4,7,11,4,0,0,1,0,0,1,0
,43,2023,4,7,3,4,1,0,0,0,0,3,0
,43,2023,4,5,8,2,1,1,0,0,0,1,0
,27,2023,4,5,2,2,0,0,0,0,0,1,0
,60,2023,4,5,1,2,1,1,0,0,0,0,0
,48,2023,4,4,22,1,0,1,0,1,0,0,0
,61,2023,4,4,22,1,0,0,0,0,0,5,0
,45,2023,4,4,0,1,0,1,0,1,0,0,0
,52,2023,4,3,3,0,1,1,0,0,0,1,0
,37,2023,4,3,1,0,0,0,0,0,0,2,0
,121,2023,4,2,22,6,1,1,0,0,0,1,1
,41,2023,4,2,0,6,1,1,0,0,0,3,1
,60,2021,7,5,11,0,0,0,0,0,0,0,0
,111,2021,7,5,11,0,0,0,1,0,0,2,0
,19,2021,7,4,9,6,0,0,1,0,0,1,0
,140,2021,7,4,0,6,0,1,0,0,0,0,0
,49,2021,7,2,8,4,1,1,0,1,0,2,0
,88,2021,7,2,7,4,0,0,1,0,0,1,0
,31,2021,7,2,2,4,0,0,0,0,0,2,0
,39,2021,7,1,10,3,0,0,1,0,0,1,0
,92,2021,7,1,2,3,0,1,0,0,1,0,0
,33,2021,6,30,9,2,0,0,1,0,0,1,0
,56,2021,6,29,21,1,0,0,0,0,0,3,0
,142,2021,6,29,11,1,0,0,1,0,0,0,0
,60,2021,6,29,4,1,1,1,0,1,0,0,0
,102,2021,6,29,1,1,1,1,0,0,0,1,0
,41,2021,6,28,22,0,1,0,0,0,0,0,0
,21,2021,6,28,20,0,0,0,0,0,0,1,0
,66,2021,6,28,20,0,0,0,0,0,0,2,0
,130,2021,6,28,11,0,0,0,1,0,0,1,0
,97,2021,6,28,3,0,0,0,0,2,0,6,0
,79,2021,6,28,1,0,0,0,0,1,0,3,0
,45,2021,6,27,11,6,0,0,0,0,0,1,0
,32,2021,6,27,8,6,0,0,1,0,0,0,0
,51,2021,6,26,10,5,0,0,1,0,0,2,0
,49,2021,6,25,10,4,0,0,1,0,0,2,0
,35,2021,6,24,23,3,1,1,0,0,0,2,0
,79,2021,6,24,22,3,0,1,0,0,0,0,0
,140,2021,6,24,22,3,0,1,0,0,0,0,0
,55,2021,6,24,12,3,0,0,1,0,0,13,0
,71,2021,6,23,9,2,0,0,1,0,0,1,0
,34,2021,6,23,6,2,0,0,0,0,0,4,0
,48,2021,6,22,23,1,0,1,0,1,0,0,0
,108,2021,6,22,9,1,0,0,1,0,0,2,0
,97,2021,6,21,22,0,1,1,0,0,0,1,0
,25,2021,6,21,22,0,0,0,0,0,0,5,0
,59,2021,6,21,10,0,0,0,1,0,0,1,0
,72,2021,6,20,9,6,0,0,1,0,0,1,0
,57,2021,6,19,22,5,0,0,1,1,0,3,0
,38,2021,6,19,8,5,0,0,1,0,0,2,0
,119,2021,6,18,10,4,1,1,0,1,0,0,0
,83,2021,6,18,10,4,0,0,1,0,0,1,0
,26,2021,6,18,5,4,1,1,0,0,0,2,0
,101,2021,6,18,2,4,1,1,0,0,0,1,0
,57,2021,6,18,1,4,0,0,0,1,0,10,0
,30,2021,6,17,10,3,0,0,1,0,0,0,0
,96,2021,6,16,7,2,0,0,1,1,0,4,0
,85,2021,6,16,1,2,0,1,2,0,1,0,0
,97,2021,6,15,23,1,0,0,0,0,0,1,0
,73,2021,6,15,23,1,0,0,0,0,0,0,0
,80,2021,6,15,22,1,0,0,0,1,0,0,0
,32,2021,6,15,22,1,1,1,0,1,0,1,0
,60,2021,6,15,18,1,0,1,0,0,1,0,0
,58,2021,6,15,17,1,0,0,0,0,0,2,0
,119,2021,6,15,17,1,0,0,0,0,0,3,0
,140,2021,6,15,17,1,0,1,0,0,0,0,0
,23,2021,6,15,16,1,1,0,0,1,0,4,0
,28,2021,6,15,16,1,1,0,0,1,0,1,0
,270,2021,6,15,15,1,0,0,0,0,0,1,0
,100,2021,6,15,8,1,0,0,1,0,0,1,0
,22,2021,6,15,4,1,1,0,0,0,0,0,0
,11,2021,6,15,4,1,1,0,0,0,0,0,0
,19,2021,6,15,4,1,0,0,0,0,0,3,0
,219,2021,6,14,9,0,0,0,1,0,0,1,0
,57,2021,6,13,9,6,0,0,1,0,0,1,0
,103,2021,6,13,3,6,0,2,0,0,0,3,0
,35,2021,6,12,9,5,0,0,1,0,0,3,0
,143,2021,6,12,5,5,1,0,0,0,0,0,0
,69,2021,6,12,4,5,0,0,0,2,0,3,0
,218,2021,6,11,23,4,1,2,0,0,0,0,0
,65,2021,6,11,18,4,1,1,0,1,0,0,0
,117,2021,6,11,18,4,1,1,0,1,0,0,0
,95,2021,6,11,10,4,0,0,0,0,0,3,0
,71,2021,6,11,7,4,0,0,1,0,0,3,0
,87,2021,6,11,6,4,1,0,0,0,0,0,0
,81,2021,6,11,1,4,1,0,0,0,0,0,0
,106,2021,6,11,0,4,0,0,0,0,0,0,0
,40,2021,6,10,22,3,1,1,0,0,0,1,0
,197,2021,6,10,21,3,1,2,0,0,0,1,0
,221,2021,6,10,21,3,1,1,0,0,0,1,0
,24,2021,6,10,21,3,1,1,0,0,0,0,0
,61,2021,6,10,20,3,1,0,0,0,0,1,0
,151,2021,6,10,20,3,1,1,0,0,0,0,0
,115,2021,6,10,10,3,1,0,0,0,0,0,0
,95,2021,6,10,10,3,0,0,0,0,0,4,0
,65,2021,6,10,7,3,0,0,1,0,0,0,0
,266,2021,6,10,4,3,0,0,0,0,0,1,0
,97,2021,6,10,4,3,0,1,0,1,0,0,0
,107,2021,6,10,4,3,1,0,0,0,0,1,0
,125,2021,6,10,3,3,0,0,0,0,0,4,0
,33,2021,6,9,22,2,0,0,0,0,0,3,0
,26,2021,6,9,8,2,0,0,1,0,0,1,0
,129,2021,6,9,6,2,1,1,0,0,0,2,0
,264,2021,6,8,9,1,0,0,1,0,0,1,0
,197,2021,6,8,4,1,0,0,0,0,0,2,0
,62,2021,6,7,22,0,0,0,0,0,0,0,0
,29,2021,6,7,17,0,1,2,0,0,0,0,0
,227,2021,6,7,8,0,0,0,1,0,0,0,0
,63,2021,6,7,4,0,1,1,0,1,0,2,0
,37,2021,6,7,4,0,1,1,0,0,1,1,0
,37,2021,6,7,4,0,1,1,0,1,0,1,0
,32,2021,6,7,3,0,1,1,0,0,0,2,0
,21,2021,6,6,9,6,0,0,1,0,0,2,0
,64,2021,6,5,7,5,0,0,1,0,0,1,0
,55,2021,6,4,22,4,0,1,0,1,0,0,0
,72,2021,6,4,8,4,0,1,0,0,1,0,0
,27,2021,6,4,7,4,0,0,1,0,0,2,0
,84,2021,6,4,0,4,0,0,0,0,0,5,0
,55,2021,6,3,17,3,1,1,0,0,0,0,0
,48,2021,6,3,16,3,1,1,0,0,0,0,0
,66,2021,6,3,16,3,0,0,1,0,1,3,2
,58,2021,6,3,14,3,0,0,0,0,0,0,0
,20,2021,6,3,9,3,0,0,1,0,0,2,0
,53,2021,6,2,9,2,0,0,1,0,0,2,0
,78,2021,6,2,0,2,1,1,0,0,0,1,0
,48,2021,6,2,0,2,0,0,0,0,0,7,0
,75,2021,6,2,0,2,0,0,0,0,0,5,0
,19,2021,6,1,21,1,1,1,0,0,0,1,0
,119,2021,6,1,20,1,0,0,0,0,0,1,0
,76,2021,6,1,19,1,0,0,0,0,0,0,0
,47,2021,6,1,7,1,0,0,1,0,0,3,0
,161,2021,6,1,6,1,1,1,0,0,0,0,0
,20,2021,5,31,10,0,0,0,1,0,0,1,0
,77,2021,5,30,20,6,0,0,0,0,0,1,0
,32,2021,5,30,8,6,0,0,1,0,0,3,0
,23,2021,5,29,22,5,1,1,0,0,0,1,0
,39,2021,5,29,8,5,0,0,1,0,0,1,0
,63,2021,5,29,4,5,0,0,0,0,0,3,0
,127,2021,5,29,0,5,0,0,0,1,0,2,0
,83,2021,5,28,13,4,1,0,0,0,0,1,0
,60,2021,5,28,13,4,1,0,0,0,0,0,0
,77,2021,5,28,13,4,0,0,0,0,0,2,0
,29,2021,5,28,12,4,0,0,1,0,0,0,0
,64,2021,5,27,22,3,1,1,0,1,0,1,0
,33,2021,5,27,9,3,0,0,1,0,0,1,0
,56,2021,5,26,21,2,0,1,0,1,0,0,0
,32,2021,5,26,9,2,0,0,1,0,0,0,0
,28,2021,5,25,22,1,0,0,0,0,0,2,0
,30,2021,5,25,21,1,0,1,0,0,0,4,1
,74,2021,5,25,8,1,0,0,1,0,0,2,0
,77,2021,5,24,12,0,0,0,1,0,0,3,0
,45,2021,5,23,11,6,0,0,1,0,0,1,0
,46,2021,5,22,12,5,0,0,1,0,0,1,0
,58,2021,5,21,11,4,0,0,1,0,0,2,0
,60,2021,5,20,7,3,0,0,1,0,0,4,0
,64,2021,5,20,2,3,0,0,0,1,0,1,0
,39,2021,5,19,10,2,0,0,1,0,0,2,0
,9,2021,5,19,3,2,0,0,0,0,0,3,0
,46,2021,5,19,0,2,0,0,0,0,0,1,0
,32,2021,5,18,22,1,1,1,0,0,0,2,0
,20,2021,5,18,7,1,0,0,1,0,0,2,0
,154,2021,5,17,11,0,0,0,1,0,0,2,0
,42,2021,5,17,6,0,0,0,0,0,0,0,0
,69,2021,5,16,7,6,0,0,1,0,0,1,0
,14,2021,5,15,23,5,0,0,0,0,0,14,0
,46,2021,5,15,8,5,1,1,0,0,0,0,0
,67,2021,5,15,8,5,0,0,1,0,0,2,0
,27,2021,5,15,8,5,1,1,0,0,0,1,0
,31,2021,5,14,12,4,0,0,1,0,0,4,0
,57,2021,5,13,10,3,0,0,1,0,0,1,0
,43,2021,5,12,11,2,0,0,1,0,0,0,0
,116,2021,5,12,9,2,1,1,0,0,0,0,0
,37,2021,5,11,10,1,0,0,1,0,0,0,0
,33,2021,5,11,1,1,1,1,0,1,0,0,0
,22,2021,5,10,20,0,1,1,0,0,0,0,0
,31,2021,5,9,7,6,0,0,1,0,0,1,0
,27,2021,5,8,8,5,0,0,1,0,0,0,0
,50,2021,5,7,8,4,0,0,1,0,0,1,0
,34,2021,5,6,11,3,1,1,0,0,0,2,0
,23,2021,5,6,10,3,0,0,1,0,0,0,0
,16,2021,5,6,10,3,1,1,0,0,0,1,0
,152,2021,5,5,19,2,1,1,0,0,0,1,0
,29,2021,5,5,12,2,0,0,1,0,0,1,0
,23,2021,5,5,1,2,1,1,0,0,0,0,0
,145,2021,5,4,20,1,0,1,0,0,0,0,0
,79,2021,5,4,20,1,1,2,0,0,0,0,0
,49,2021,5,4,20,1,1,1,0,0,0,0,0
,29,2021,5,4,20,1,0,0,0,0,0,0,0
,175,2021,5,4,20,1,0,1,0,0,0,0,0
,48,2021,5,4,19,1,0,0,0,0,0,1,1
,125,2021,5,4,19,1,0,0,0,0,0,6,0
,60,2021,5,4,19,1,1,0,0,1,0,0,0
,77,2021,5,4,19,1,0,0,0,3,0,0,0
,240,2021,5,4,7,1,0,0,1,0,0,3,0
,135,2021,5,3,8,0,0,0,0,0,0,2,0
,48,2021,5,3,8,0,0,0,1,1,0,5,0
,46,2021,5,2,12,6,0,1,1,0,0,5,0
,23,2021,5,1,11,5,0,0,1,0,0,4,0
,33,2021,4,30,10,4,0,0,1,0,0,1,0
,35,2021,4,29,20,3,1,1,0,0,0,1,0
,57,2021,4,29,20,3,0,0,1,0,0,0,0
,20,2021,4,28,9,2,0,0,1,0,0,0,0
,41,2021,4,27,7,1,0,0,1,0,0,0,0
,20,2021,4,27,4,1,0,0,0,0,0,2,0
,31,2021,4,26,10,0,0,0,1,0,0,2,0
,57,2021,4,25,1,6,1,1,0,0,0,1,0
,46,2021,4,25,1,6,0,0,0,0,0,6,0
,37,2021,4,24,10,5,0,0,1,0,0,0,0
,36,2021,4,23,9,4,0,0,1,0,0,1,0
,126,2021,4,22,19,3,0,0,0,0,0,4,0
,54,2021,4,22,18,3,1,3,0,0,0,1,0
,37,2021,4,22,2,3,1,1,0,0,0,1,0
,271,2023,4,1,0,5,1,1,0,0,0,1,0
,131,2023,3,31,23,4,0,0,0,0,0,6,0
,93,2023,3,29,23,2,1,1,0,0,0,1,0
,23,2023,3,29,23,2,1,0,0,1,0,2,0
,35,2023,3,29,23,2,0,0,0,1,0,5,0
,72,2023,3,29,2,2,0,1,0,0,0,0,0
,95,2023,3,27,2,0,0,1,0,1,0,14,0
,31,2023,3,22,7,2,0,1,0,0,0,3,0
,44,2023,3,22,0,2,0,1,0,1,0,10,0
,35,2023,3,22,0,2,0,0,0,0,0,1,0
,23,2023,3,21,20,1,1,0,0,0,0,0,0
,60,2023,3,21,20,1,0,0,0,0,0,3,0
,140,2023,3,20,22,0,0,1,0,0,0,0,0
,33,2023,3,19,20,6,1,1,0,0,0,1,0
,39,2023,3,19,0,6,1,1,0,0,0,1,0
,36,2023,3,18,21,5,1,0,0,0,0,1,0
,34,2023,3,18,19,5,0,0,0,0,0,1,0
,104,2023,3,16,22,3,0,1,1,0,1,80,16
,53,2023,3,15,23,2,0,1,0,1,0,2,0
